scheme,department,state,district,fy,allocation_cr,released_cr,spent_cr,beneficiaries,utilisation_pct
PMGSY Rural Roads,Rural Development,Maharashtra,Nashik,2021-22,820.14,761.34,560.48,459594,68.3
PMGSY Rural Roads,Rural Development,Maharashtra,Nashik,2022-23,987.32,752.64,596.65,446294,60.4
PMGSY Rural Roads,Rural Development,Maharashtra,Nashik,2023-24,1160.42,1037.74,883.48,291548,76.1
PMGSY Rural Roads,Rural Development,Maharashtra,Nashik,2024-25,1456.39,1334.13,1011.72,704157,69.5
PMGSY Rural Roads,Rural Development,Maharashtra,Nashik,2025-26,1974.9,1709.51,1155.06,537103,58.5
PMGSY Rural Roads,Rural Development,Madhya Pradesh,Bhopal,2019-20,847.1,723.52,399.46,353922,47.2
PMGSY Rural Roads,Rural Development,Madhya Pradesh,Bhopal,2020-21,930.24,648.05,590.34,358927,63.5
PMGSY Rural Roads,Rural Development,Madhya Pradesh,Bhopal,2021-22,1041.97,910.31,910.31,794701,87.4
PMGSY Rural Roads,Rural Development,Madhya Pradesh,Bhopal,2022-23,1285.65,1150.78,935.11,199178,72.7
PMGSY Rural Roads,Rural Development,Madhya Pradesh,Bhopal,2023-24,1667.88,1408.11,1056.27,790090,63.3
PMGSY Rural Roads,Rural Development,Madhya Pradesh,Bhopal,2024-25,2200.31,1604.49,1020.78,171491,46.4
PMGSY Rural Roads,Rural Development,Madhya Pradesh,Bhopal,2025-26,2910.18,2588.72,2200.74,567791,75.6
PMGSY Rural Roads,Rural Development,Punjab,Ludhiana,2019-20,242.71,239.27,208.01,104421,85.7
PMGSY Rural Roads,Rural Development,Punjab,Ludhiana,2020-21,258.86,162.56,147.33,52302,56.9
PMGSY Rural Roads,Rural Development,Punjab,Ludhiana,2021-22,281.74,245.1,234.89,173819,83.4
PMGSY Rural Roads,Rural Development,Punjab,Ludhiana,2022-23,356.67,299.53,261.79,106549,73.4
PMGSY Rural Roads,Rural Development,Punjab,Ludhiana,2023-24,464.09,384.37,303.36,91918,65.4
PMGSY Rural Roads,Rural Development,Punjab,Ludhiana,2024-25,597.8,566.85,501.22,380426,83.8
PMGSY Rural Roads,Rural Development,Punjab,Ludhiana,2025-26,791.46,765.45,556.74,232717,70.3
PMGSY Rural Roads,Rural Development,Andhra Pradesh,Visakhapatnam,2019-20,299.15,237.79,182.78,123377,61.1
PMGSY Rural Roads,Rural Development,Andhra Pradesh,Visakhapatnam,2020-21,339.77,188.63,166.74,78368,49.1
PMGSY Rural Roads,Rural Development,Andhra Pradesh,Visakhapatnam,2021-22,396.26,288.09,243.93,91718,61.6
PMGSY Rural Roads,Rural Development,Andhra Pradesh,Visakhapatnam,2022-23,510.15,488.03,405.12,361772,79.4
PMGSY Rural Roads,Rural Development,Andhra Pradesh,Visakhapatnam,2023-24,663.71,524.27,524.27,340776,79
PMGSY Rural Roads,Rural Development,Andhra Pradesh,Visakhapatnam,2024-25,902.16,821.55,468.08,145105,51.9
PMGSY Rural Roads,Rural Development,Andhra Pradesh,Visakhapatnam,2025-26,1250.7,949.38,896.83,132731,71.7
Bharatmala Pariyojana,Road Transport & Highways,Assam,Dibrugarh,2019-20,332.77,218.59,186.06,65679,55.9
Bharatmala Pariyojana,Road Transport & Highways,Assam,Dibrugarh,2020-21,325.83,193.24,153.73,131285,47.2
Bharatmala Pariyojana,Road Transport & Highways,Assam,Dibrugarh,2021-22,381.01,319.55,184.81,61911,48.5
Bharatmala Pariyojana,Road Transport & Highways,Assam,Dibrugarh,2022-23,452.39,288.74,175.89,157246,38.9
Bharatmala Pariyojana,Road Transport & Highways,Assam,Dibrugarh,2023-24,530,434.41,434.41,131192,82
Bharatmala Pariyojana,Road Transport & Highways,Assam,Dibrugarh,2024-25,687.2,592.63,592.63,277351,86.2
Bharatmala Pariyojana,Road Transport & Highways,Assam,Dibrugarh,2025-26,918.36,804.49,804.49,498784,87.6
Bharatmala Pariyojana,Road Transport & Highways,Kerala,Thiruvananthapuram,2019-20,651.51,560.1,543.48,124457,83.4
Bharatmala Pariyojana,Road Transport & Highways,Kerala,Thiruvananthapuram,2020-21,707.94,491.06,281.53,231699,39.8
Bharatmala Pariyojana,Road Transport & Highways,Kerala,Thiruvananthapuram,2021-22,790.7,587.8,489.87,66132,62
Bharatmala Pariyojana,Road Transport & Highways,Kerala,Thiruvananthapuram,2022-23,939.07,748.86,473.96,320871,50.5
Bharatmala Pariyojana,Road Transport & Highways,Kerala,Thiruvananthapuram,2023-24,1146.58,863.33,660.75,248442,57.6
Bharatmala Pariyojana,Road Transport & Highways,Kerala,Thiruvananthapuram,2024-25,1508.07,1383.18,1383.18,993123,91.7
Bharatmala Pariyojana,Road Transport & Highways,Kerala,Thiruvananthapuram,2025-26,2120.86,1673.26,1359.27,521960,64.1
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Gorakhpur,2019-20,500.35,480.8,396.52,104681,79.2
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Gorakhpur,2020-21,516.88,379.9,327.11,40889,63.3
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Gorakhpur,2021-22,579.58,468.49,421.05,114105,72.6
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Gorakhpur,2022-23,685.75,685.75,474.43,313124,69.2
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Gorakhpur,2023-24,914.14,678.96,621.2,406886,68
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Gorakhpur,2024-25,1165.5,1091.3,938.79,170860,80.5
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Gorakhpur,2025-26,1618.13,1373.92,1021.91,758257,63.2
Bharatmala Pariyojana,Road Transport & Highways,Bihar,Muzaffarpur,2019-20,759.66,747.11,580.86,299724,76.5
Bharatmala Pariyojana,Road Transport & Highways,Bihar,Muzaffarpur,2020-21,812.17,593.53,501.05,331194,61.7
Bharatmala Pariyojana,Road Transport & Highways,Bihar,Muzaffarpur,2021-22,908.93,847.36,750.59,343770,82.6
Bharatmala Pariyojana,Road Transport & Highways,Bihar,Muzaffarpur,2022-23,1105.06,1055.87,909.42,493815,82.3
Bharatmala Pariyojana,Road Transport & Highways,Bihar,Muzaffarpur,2023-24,1309.61,988.54,863.26,145891,65.9
Bharatmala Pariyojana,Road Transport & Highways,Bihar,Muzaffarpur,2024-25,1624.19,1481.32,1465.01,1111943,90.2
Bharatmala Pariyojana,Road Transport & Highways,Bihar,Muzaffarpur,2025-26,2135.14,1951.78,1506.98,269749,70.6
Bharatmala Pariyojana,Road Transport & Highways,Karnataka,Mysuru,2019-20,507.39,478.56,454.74,290579,89.6
Bharatmala Pariyojana,Road Transport & Highways,Karnataka,Mysuru,2020-21,538.23,316.52,181.63,32149,33.7
Bharatmala Pariyojana,Road Transport & Highways,Karnataka,Mysuru,2021-22,607.08,482.48,412.86,257212,68
Bharatmala Pariyojana,Road Transport & Highways,Karnataka,Mysuru,2022-23,734.68,476.91,425.92,379921,58
Bharatmala Pariyojana,Road Transport & Highways,Karnataka,Mysuru,2023-24,855.02,755.15,608.17,145353,71.1
Bharatmala Pariyojana,Road Transport & Highways,Karnataka,Mysuru,2024-25,1110.21,895.25,839.56,387877,75.6
Bharatmala Pariyojana,Road Transport & Highways,Karnataka,Mysuru,2025-26,1523.95,1500.49,1119.95,319186,73.5
Bharatmala Pariyojana,Road Transport & Highways,Jharkhand,Ranchi,2019-20,458.66,402.47,270.01,151476,58.9
Bharatmala Pariyojana,Road Transport & Highways,Jharkhand,Ranchi,2020-21,501.52,290.38,290.38,130961,57.9
Bharatmala Pariyojana,Road Transport & Highways,Jharkhand,Ranchi,2021-22,517.11,500.48,403.31,168180,78
Bharatmala Pariyojana,Road Transport & Highways,Jharkhand,Ranchi,2022-23,638.15,460.23,355.23,48311,55.7
Bharatmala Pariyojana,Road Transport & Highways,Jharkhand,Ranchi,2023-24,801.71,732.64,533.31,160526,66.5
Bharatmala Pariyojana,Road Transport & Highways,Jharkhand,Ranchi,2024-25,1010.48,867.07,839.04,149349,83
Bharatmala Pariyojana,Road Transport & Highways,Jharkhand,Ranchi,2025-26,1424.06,1150.43,923.02,560273,64.8
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Lucknow,2019-20,257.75,202.92,162.27,78376,63
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Lucknow,2020-21,266.83,152.54,132.75,56021,49.8
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Lucknow,2021-22,296.04,228.52,189.38,106621,64
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Lucknow,2022-23,350.46,295.84,252.21,100380,72
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Lucknow,2023-24,419.38,338.38,261.81,215208,62.4
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Lucknow,2024-25,521.7,462.5,390.49,218284,74.8
Bharatmala Pariyojana,Road Transport & Highways,Uttar Pradesh,Lucknow,2025-26,745.44,653.19,629.54,96949,84.5
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Jaipur,2019-20,516.41,461.55,335.22,245716,64.9
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Jaipur,2020-21,525.81,328.22,258.85,158934,49.2
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Jaipur,2021-22,632.32,538.71,423.17,184502,66.9
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Jaipur,2022-23,756.74,632.57,466.64,166590,61.7
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Jaipur,2023-24,983.35,890.8,575.47,322839,58.5
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Jaipur,2024-25,1318.83,1078.38,770,254100,58.4
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Jaipur,2025-26,1941.63,1941.63,1248.08,458045,64.3
Bharatmala Pariyojana,Road Transport & Highways,Chhattisgarh,Raipur,2019-20,267.14,226.84,191.31,65045,71.6
Bharatmala Pariyojana,Road Transport & Highways,Chhattisgarh,Raipur,2020-21,298.22,169.48,131.09,94909,44
Bharatmala Pariyojana,Road Transport & Highways,Chhattisgarh,Raipur,2021-22,324.84,324.84,229.91,42993,70.8
Bharatmala Pariyojana,Road Transport & Highways,Chhattisgarh,Raipur,2022-23,387.45,387.45,387.45,284776,100
Bharatmala Pariyojana,Road Transport & Highways,Chhattisgarh,Raipur,2023-24,465.01,402.71,357.55,76873,76.9
Bharatmala Pariyojana,Road Transport & Highways,Chhattisgarh,Raipur,2024-25,582.27,418.45,374.9,272552,64.4
Bharatmala Pariyojana,Road Transport & Highways,Chhattisgarh,Raipur,2025-26,799.46,600.77,437.13,341399,54.7
Bharatmala Pariyojana,Road Transport & Highways,Andhra Pradesh,Guntur,2019-20,483.13,426.49,343.34,147636,71.1
Bharatmala Pariyojana,Road Transport & Highways,Andhra Pradesh,Guntur,2020-21,500.85,361.85,361.85,227242,72.2
Bharatmala Pariyojana,Road Transport & Highways,Andhra Pradesh,Guntur,2021-22,562.97,428.83,379.31,204827,67.4
Bharatmala Pariyojana,Road Transport & Highways,Andhra Pradesh,Guntur,2022-23,610.86,482.71,404.33,344489,66.2
Bharatmala Pariyojana,Road Transport & Highways,Andhra Pradesh,Guntur,2023-24,742.41,742.41,541.22,368030,72.9
Bharatmala Pariyojana,Road Transport & Highways,Andhra Pradesh,Guntur,2024-25,1000.55,884.19,655.53,580144,65.5
Bharatmala Pariyojana,Road Transport & Highways,Andhra Pradesh,Guntur,2025-26,1293.6,1054.18,828.86,429349,64.1
Bharatmala Pariyojana,Road Transport & Highways,Maharashtra,Nashik,2019-20,120.83,108.25,102.17,33818,84.6
Bharatmala Pariyojana,Road Transport & Highways,Maharashtra,Nashik,2020-21,112.12,74.75,71.04,30121,63.4
Bharatmala Pariyojana,Road Transport & Highways,Maharashtra,Nashik,2021-22,114.33,86.45,66.26,35118,58
Bharatmala Pariyojana,Road Transport & Highways,Maharashtra,Nashik,2022-23,140.71,124.25,124.25,41500,88.3
Bharatmala Pariyojana,Road Transport & Highways,Maharashtra,Nashik,2023-24,181.79,138.74,123.35,43296,67.9
Bharatmala Pariyojana,Road Transport & Highways,Maharashtra,Nashik,2024-25,227.81,188.39,170.59,40771,74.9
Bharatmala Pariyojana,Road Transport & Highways,Maharashtra,Nashik,2025-26,298.42,239.48,172.96,136292,58
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Udaipur,2019-20,400.52,290.19,203.4,161703,50.8
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Udaipur,2020-21,433.17,338.03,224.46,85744,51.8
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Udaipur,2021-22,496.02,426.13,329.11,83265,66.4
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Udaipur,2022-23,559.53,475.12,316.8,239818,56.6
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Udaipur,2023-24,697.03,616.03,616.03,136759,88.4
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Udaipur,2024-25,823.1,703.99,465.06,190675,56.5
Bharatmala Pariyojana,Road Transport & Highways,Rajasthan,Udaipur,2025-26,1106.01,894.48,824.96,655018,74.6
Samagra Shiksha,Education,Andhra Pradesh,Guntur,2019-20,764.61,666.73,539.1,94882,70.5
Samagra Shiksha,Education,Andhra Pradesh,Guntur,2020-21,804.7,555.66,434.41,228500,54
Samagra Shiksha,Education,Andhra Pradesh,Guntur,2021-22,893.31,641.57,571.71,358462,64
Samagra Shiksha,Education,Andhra Pradesh,Guntur,2022-23,1128.95,907.13,722.38,234774,64
Samagra Shiksha,Education,Andhra Pradesh,Guntur,2023-24,1392.88,926.92,819.93,718259,58.9
Samagra Shiksha,Education,Andhra Pradesh,Guntur,2024-25,1744.77,1504.02,1074.66,520135,61.6
Samagra Shiksha,Education,Andhra Pradesh,Guntur,2025-26,2475.05,2024.24,1335.21,640901,53.9
Samagra Shiksha,Education,Maharashtra,Nagpur,2019-20,178.81,163.84,131.1,59519,73.3
Samagra Shiksha,Education,Maharashtra,Nagpur,2020-21,204.79,136.62,74.16,25140,36.2
Samagra Shiksha,Education,Maharashtra,Nagpur,2021-22,242.24,179.39,117.94,23706,48.7
Samagra Shiksha,Education,Maharashtra,Nagpur,2022-23,276.12,207.75,207.75,103875,75.2
Samagra Shiksha,Education,Maharashtra,Nagpur,2023-24,313.09,227.32,227.32,61831,72.6
Samagra Shiksha,Education,Maharashtra,Nagpur,2024-25,419.32,347.04,275.86,85241,65.8
Samagra Shiksha,Education,Maharashtra,Nagpur,2025-26,549.16,411.41,320.5,230119,58.4
Samagra Shiksha,Education,Maharashtra,Pune,2019-20,277.54,269.43,199.54,126309,71.9
Samagra Shiksha,Education,Maharashtra,Pune,2020-21,276.11,166.84,128.28,52595,46.5
Samagra Shiksha,Education,Maharashtra,Pune,2021-22,302.42,289.18,249.63,130806,82.5
Samagra Shiksha,Education,Maharashtra,Pune,2022-23,355.72,300.5,235.39,111575,66.2
Samagra Shiksha,Education,Maharashtra,Pune,2023-24,443.96,393.26,393.26,217473,88.6
Samagra Shiksha,Education,Maharashtra,Pune,2024-25,586.2,549.87,492.79,382405,84.1
Samagra Shiksha,Education,Maharashtra,Pune,2025-26,815.47,712.96,649.03,425115,79.6
Samagra Shiksha,Education,Rajasthan,Udaipur,2019-20,570.49,537.98,438.17,133204,76.8
Samagra Shiksha,Education,Rajasthan,Udaipur,2020-21,591.44,375.44,289.92,118577,49
Samagra Shiksha,Education,Rajasthan,Udaipur,2021-22,676.04,608.5,531.76,446678,78.7
Samagra Shiksha,Education,Rajasthan,Udaipur,2022-23,817.66,659.26,558.09,202029,68.3
Samagra Shiksha,Education,Rajasthan,Udaipur,2023-24,972.56,884.19,511.96,460252,52.6
Samagra Shiksha,Education,Rajasthan,Udaipur,2024-25,1223.36,1066.57,706.49,346887,57.7
Samagra Shiksha,Education,Rajasthan,Udaipur,2025-26,1678.59,1182.31,1066.09,221747,63.5
Samagra Shiksha,Education,Madhya Pradesh,Indore,2019-20,413.84,318.13,292.4,98539,70.7
Samagra Shiksha,Education,Madhya Pradesh,Indore,2020-21,464.68,299.89,278.21,196416,59.9
Samagra Shiksha,Education,Madhya Pradesh,Indore,2021-22,477.98,445.26,373.3,187023,78.1
Samagra Shiksha,Education,Madhya Pradesh,Indore,2022-23,548.24,427.28,320.35,234496,58.4
Samagra Shiksha,Education,Madhya Pradesh,Indore,2023-24,662.04,578.16,471.46,269204,71.2
Samagra Shiksha,Education,Madhya Pradesh,Indore,2024-25,888.91,844.43,794.96,511954,89.4
Samagra Shiksha,Education,Madhya Pradesh,Indore,2025-26,1184.14,817.54,587.95,484471,49.7
Samagra Shiksha,Education,Odisha,Cuttack,2019-20,186.16,154.74,127.98,107375,68.7
Samagra Shiksha,Education,Odisha,Cuttack,2020-21,203.53,102.18,97.1,80593,47.7
Samagra Shiksha,Education,Odisha,Cuttack,2021-22,225.81,209.67,177.84,100835,78.8
Samagra Shiksha,Education,Odisha,Cuttack,2022-23,254.9,244.58,208.78,133202,81.9
Samagra Shiksha,Education,Odisha,Cuttack,2023-24,329.14,311.55,231.25,148463,70.3
Samagra Shiksha,Education,Odisha,Cuttack,2024-25,444.27,403.68,342.16,184082,77
Samagra Shiksha,Education,Odisha,Cuttack,2025-26,641.14,614.22,587.07,135026,91.6
Samagra Shiksha,Education,Maharashtra,Aurangabad,2019-20,802.08,709.33,516.91,419731,64.4
Samagra Shiksha,Education,Maharashtra,Aurangabad,2020-21,851.85,496.42,395.53,225057,46.4
Samagra Shiksha,Education,Maharashtra,Aurangabad,2021-22,915.61,812.64,605.36,473392,66.1
Samagra Shiksha,Education,Maharashtra,Aurangabad,2022-23,1068.64,991.16,763.17,568562,71.4
Samagra Shiksha,Education,Maharashtra,Aurangabad,2023-24,1265.97,856.12,649.3,172714,51.3
Samagra Shiksha,Education,Maharashtra,Aurangabad,2024-25,1752.32,1505.95,1208.68,147459,69
Samagra Shiksha,Education,Maharashtra,Aurangabad,2025-26,2220.55,1739.25,1051.47,297566,47.4
Samagra Shiksha,Education,Uttar Pradesh,Varanasi,2019-20,473.98,420.93,416.46,106614,87.9
Samagra Shiksha,Education,Uttar Pradesh,Varanasi,2020-21,478.71,278.13,222.81,53697,46.5
Samagra Shiksha,Education,Uttar Pradesh,Varanasi,2021-22,537.26,403.75,403.75,105379,75.1
Samagra Shiksha,Education,Uttar Pradesh,Varanasi,2022-23,645.03,582.81,484.51,206401,75.1
Samagra Shiksha,Education,Uttar Pradesh,Varanasi,2023-24,742.54,741,520.6,433139,70.1
Samagra Shiksha,Education,Uttar Pradesh,Varanasi,2024-25,960.16,960.16,781.89,587981,81.4
Samagra Shiksha,Education,Uttar Pradesh,Varanasi,2025-26,1288.95,1272.32,1272.32,611986,98.7
Samagra Shiksha,Education,Punjab,Ludhiana,2019-20,537.72,400.98,210.76,81353,39.2
Samagra Shiksha,Education,Punjab,Ludhiana,2020-21,531.78,322.78,191.13,117545,35.9
Samagra Shiksha,Education,Punjab,Ludhiana,2021-22,537.09,416.11,416.11,136900,77.5
Samagra Shiksha,Education,Punjab,Ludhiana,2022-23,561.82,437.87,296.67,207076,52.8
Samagra Shiksha,Education,Punjab,Ludhiana,2023-24,738.51,657.58,406.08,154716,55
Samagra Shiksha,Education,Punjab,Ludhiana,2024-25,955.3,734.55,542.08,424991,56.7
Samagra Shiksha,Education,Punjab,Ludhiana,2025-26,1313.46,1071.23,728.04,533653,55.4
Samagra Shiksha,Education,Odisha,Ganjam,2019-20,947.09,889.2,889.2,798502,93.9
Samagra Shiksha,Education,Odisha,Ganjam,2020-21,1000.03,650.41,449.37,123127,44.9
Samagra Shiksha,Education,Odisha,Ganjam,2021-22,1080.58,1001.31,632.57,427617,58.5
Samagra Shiksha,Education,Odisha,Ganjam,2022-23,1231.86,1069.15,932.25,805464,75.7
Samagra Shiksha,Education,Odisha,Ganjam,2023-24,1501.28,1062.62,977.51,204300,65.1
Samagra Shiksha,Education,Odisha,Ganjam,2024-25,1938.28,1422.94,1129.54,515070,58.3
Samagra Shiksha,Education,Odisha,Ganjam,2025-26,2697.25,2322.46,2042.11,739244,75.7
Samagra Shiksha,Education,Uttar Pradesh,Gorakhpur,2019-20,292.34,272.04,238.82,137322,81.7
Samagra Shiksha,Education,Uttar Pradesh,Gorakhpur,2020-21,310.55,193.82,116.28,52907,37.4
Samagra Shiksha,Education,Uttar Pradesh,Gorakhpur,2021-22,306.7,249.11,168.15,85757,54.8
Samagra Shiksha,Education,Uttar Pradesh,Gorakhpur,2022-23,366.16,296.64,296.64,73270,81
Samagra Shiksha,Education,Uttar Pradesh,Gorakhpur,2023-24,452.53,375.77,253.13,56448,55.9
Samagra Shiksha,Education,Uttar Pradesh,Gorakhpur,2024-25,596.19,542.53,394.48,56016,66.2
Samagra Shiksha,Education,Uttar Pradesh,Gorakhpur,2025-26,771.62,635.09,612.92,237200,79.4
Samagra Shiksha,Education,Kerala,Thiruvananthapuram,2019-20,263.9,212.87,136.51,78630,51.7
Samagra Shiksha,Education,Kerala,Thiruvananthapuram,2020-21,295.68,200.44,193.82,48261,65.6
Samagra Shiksha,Education,Kerala,Thiruvananthapuram,2021-22,337.52,282.52,244.05,70775,72.3
Samagra Shiksha,Education,Kerala,Thiruvananthapuram,2022-23,402.5,372.2,285.43,145569,70.9
Samagra Shiksha,Education,Kerala,Thiruvananthapuram,2023-24,475.27,460.56,415.61,180790,87.4
Samagra Shiksha,Education,Kerala,Thiruvananthapuram,2024-25,603.01,519.54,487.41,66288,80.8
Samagra Shiksha,Education,Kerala,Thiruvananthapuram,2025-26,883.17,660.19,610.18,295327,69.1
PM POSHAN,Education,Andhra Pradesh,Visakhapatnam,2019-20,668.07,564.97,446.63,337206,66.9
PM POSHAN,Education,Andhra Pradesh,Visakhapatnam,2020-21,706.03,485.52,429.23,379010,60.8
PM POSHAN,Education,Andhra Pradesh,Visakhapatnam,2021-22,831.37,714.52,598.02,339675,71.9
PM POSHAN,Education,Andhra Pradesh,Visakhapatnam,2022-23,996.44,885.35,768.19,290376,77.1
PM POSHAN,Education,Andhra Pradesh,Visakhapatnam,2023-24,1163.59,1103.52,916.97,652883,78.8
PM POSHAN,Education,Andhra Pradesh,Visakhapatnam,2024-25,1534.64,1280.32,1098.74,981175,71.6
PM POSHAN,Education,Andhra Pradesh,Visakhapatnam,2025-26,2017.7,1512.58,1148.86,537666,56.9
PM POSHAN,Education,Jharkhand,Ranchi,2019-20,356.36,282.52,246.04,45025,69
PM POSHAN,Education,Jharkhand,Ranchi,2020-21,382.72,263.61,258.8,191512,67.6
PM POSHAN,Education,Jharkhand,Ranchi,2021-22,421.87,366.07,184.34,90511,43.7
PM POSHAN,Education,Jharkhand,Ranchi,2022-23,505.33,456.61,413.24,73143,81.8
PM POSHAN,Education,Jharkhand,Ranchi,2023-24,627.29,579.02,473.46,348940,75.5
PM POSHAN,Education,Jharkhand,Ranchi,2024-25,816.83,564.84,564.84,390304,69.2
PM POSHAN,Education,Jharkhand,Ranchi,2025-26,1151.38,805.64,659.52,155647,57.3
PM POSHAN,Education,Tamil Nadu,Tiruchirappalli,2019-20,607.12,607.12,602.66,244077,99.3
PM POSHAN,Education,Tamil Nadu,Tiruchirappalli,2020-21,617.67,487.86,458.27,263505,74.2
PM POSHAN,Education,Tamil Nadu,Tiruchirappalli,2021-22,683.58,646.3,544.31,283041,79.6
PM POSHAN,Education,Tamil Nadu,Tiruchirappalli,2022-23,817.94,694.87,383.89,240699,46.9
PM POSHAN,Education,Tamil Nadu,Tiruchirappalli,2023-24,1091.71,971.4,859.97,509102,78.8
PM POSHAN,Education,Tamil Nadu,Tiruchirappalli,2024-25,1451.44,1236.5,1088.1,337311,75
PM POSHAN,Education,Tamil Nadu,Tiruchirappalli,2025-26,1955.86,1611.02,1058.04,769195,54.1
PM POSHAN,Education,Karnataka,Bengaluru Urban,2019-20,218.06,176.53,173.4,116698,79.5
PM POSHAN,Education,Karnataka,Bengaluru Urban,2020-21,224.33,160.59,123.44,30737,55
PM POSHAN,Education,Karnataka,Bengaluru Urban,2021-22,258.15,220.24,220.24,109680,85.3
PM POSHAN,Education,Karnataka,Bengaluru Urban,2022-23,313.56,313.56,259.29,133016,82.7
PM POSHAN,Education,Karnataka,Bengaluru Urban,2023-24,403.27,369.75,323.17,55908,80.1
PM POSHAN,Education,Karnataka,Bengaluru Urban,2024-25,502.68,421.11,310.33,246402,61.7
PM POSHAN,Education,Karnataka,Bengaluru Urban,2025-26,725.29,577.24,282.53,35034,39
PM POSHAN,Education,Rajasthan,Udaipur,2019-20,666.36,528.16,451.68,327016,67.8
PM POSHAN,Education,Rajasthan,Udaipur,2020-21,722,435.01,351.35,216432,48.7
PM POSHAN,Education,Rajasthan,Udaipur,2021-22,750.34,584.56,342.07,114251,45.6
PM POSHAN,Education,Rajasthan,Udaipur,2022-23,838.23,754.55,442.58,73026,52.8
PM POSHAN,Education,Rajasthan,Udaipur,2023-24,1008.29,845.63,693.63,156067,68.8
PM POSHAN,Education,Rajasthan,Udaipur,2024-25,1253.54,827.54,532.54,340293,42.5
PM POSHAN,Education,Rajasthan,Udaipur,2025-26,1762.68,1663.89,1401.37,236832,79.5
PM POSHAN,Education,Maharashtra,Pune,2019-20,817.89,760.56,644.06,379351,78.7
PM POSHAN,Education,Maharashtra,Pune,2020-21,890.24,540.99,489.37,437497,55
PM POSHAN,Education,Maharashtra,Pune,2021-22,1014.69,947.17,872.2,627112,86
PM POSHAN,Education,Maharashtra,Pune,2022-23,1225.17,1093.28,982.89,857080,80.2
PM POSHAN,Education,Maharashtra,Pune,2023-24,1538.42,1328.16,988.79,441989,64.3
PM POSHAN,Education,Maharashtra,Pune,2024-25,2163.86,2030.25,1569.26,276190,72.5
PM POSHAN,Education,Maharashtra,Pune,2025-26,2958.9,2375.78,1581.12,752613,53.4
PM POSHAN,Education,Gujarat,Ahmedabad,2019-20,541.84,505.31,422.66,229504,78
PM POSHAN,Education,Gujarat,Ahmedabad,2020-21,559.38,301.62,267.81,80343,47.9
PM POSHAN,Education,Gujarat,Ahmedabad,2021-22,607.31,517.38,382.76,281329,63
PM POSHAN,Education,Gujarat,Ahmedabad,2022-23,749.2,578.52,460.4,62614,61.5
PM POSHAN,Education,Gujarat,Ahmedabad,2023-24,931.05,771.13,500.09,74013,53.7
PM POSHAN,Education,Gujarat,Ahmedabad,2024-25,1124.4,1034.28,969.25,761831,86.2
PM POSHAN,Education,Gujarat,Ahmedabad,2025-26,1548.42,1351.2,1234.91,806396,79.8
PM POSHAN,Education,Maharashtra,Nagpur,2019-20,146.26,114.3,98.58,69696,67.4
PM POSHAN,Education,Maharashtra,Nagpur,2020-21,148.83,76.94,55.85,7205,37.5
PM POSHAN,Education,Maharashtra,Nagpur,2021-22,155.94,134.91,92.44,17933,59.3
PM POSHAN,Education,Maharashtra,Nagpur,2022-23,188.73,123.52,96.23,16070,51
PM POSHAN,Education,Maharashtra,Nagpur,2023-24,236.18,209.13,204.75,76781,86.7
PM POSHAN,Education,Maharashtra,Nagpur,2024-25,337.4,237.38,168.45,81867,49.9
PM POSHAN,Education,Maharashtra,Nagpur,2025-26,464,408.92,364.9,248497,78.6
PM POSHAN,Education,Rajasthan,Jaipur,2019-20,553.73,524.22,427.97,92014,77.3
PM POSHAN,Education,Rajasthan,Jaipur,2020-21,604.74,519.16,394.96,289506,65.3
PM POSHAN,Education,Rajasthan,Jaipur,2021-22,677.67,569.13,468.14,307568,69.1
PM POSHAN,Education,Rajasthan,Jaipur,2022-23,733.76,599.82,599.82,127762,81.7
PM POSHAN,Education,Rajasthan,Jaipur,2023-24,867.87,711.01,507.54,98970,58.5
